participant,rank,size,event,timestamp,duration,data
Dirichlet,0,1,advance,1715678474795997,304.0,
Dirichlet,0,1,solver.advance,1715678474796301,102619.0,
Dirichlet,0,1,advance,1715678474898921,296.0,
Dirichlet,0,1,solver.advance,1715678474899218,98998.0,
Dirichlet,0,1,advance,1715678474998218,289.0,
Dirichlet,0,1,solver.advance,1715678474998507,101389.0,
Dirichlet,0,1,advance,1715678475099897,298.0,
Dirichlet,0,1,solver.advance,1715678475100195,104383.0,
Dirichlet,0,1,advance,1715678475204579,82.0,
Dirichlet,0,1,solver.advance,1715678475204661,97761.0,
Dirichlet,0,1,advance,1715678475302424,277.0,
Dirichlet,0,1,solver.advance,1715678475302701,98890.0,
Dirichlet,0,1,advance,1715678475401592,271.0,
Dirichlet,0,1,solver.advance,1715678475401863,106172.0,
Dirichlet,0,1,advance,1715678475508037,81.0,
Dirichlet,0,1,solver.advance,1715678475508118,100389.0,
Dirichlet,0,1,advance,1715678475608509,286.0,
Dirichlet,0,1,solver.advance,1715678475608795,121717.0,
Dirichlet,0,1,advance,1715678475730514,297.0,
Dirichlet,0,1,solver.advance,1715678475730812,101143.0,
Dirichlet,0,1,advance,1715678475831956,82.0,
Dirichlet,0,1,solver.advance,1715678475832038,99594.0,
Dirichlet,0,1,advance,1715678475931634,1296.0,
Dirichlet,0,1,solver.advance,1715678475932930,99610.0,
Dirichlet,0,1,advance,1715678476032541,286.0,
Dirichlet,0,1,solver.advance,1715678476032827,99444.0,
Dirichlet,0,1,advance,1715678476132272,292.0,
Dirichlet,0,1,solver.advance,1715678476132565,100906.0,
Dirichlet,0,1,advance,1715678476233472,100353198.0,
Dirichlet,0,1,solver.advance,1715678576586670,147476.0,
Dirichlet,0,1,advance,1715678576734148,85.0,
Dirichlet,0,1,solver.advance,1715678576734234,110382.0,
Dirichlet,0,1,advance,1715678576844618,126.0,
Dirichlet,0,1,solver.advance,1715678576844745,105397.0,
Dirichlet,0,1,advance,1715678576950144,102.0,
Dirichlet,0,1,solver.advance,1715678576950246,108748.0,
Dirichlet,0,1,advance,1715678577058996,117.0,
Dirichlet,0,1,solver.advance,1715678577059113,109553.0,
Dirichlet,0,1,advance,1715678577168668,295.0,
Dirichlet,0,1,solver.advance,1715678577168963,106677.0,
Dirichlet,0,1,advance,1715678577275642,337.0,
Dirichlet,0,1,solver.advance,1715678577275979,105878.0,
Dirichlet,0,1,advance,1715678577381858,294.0,
Dirichlet,0,1,solver.advance,1715678577382152,111184.0,
Dirichlet,0,1,advance,1715678577493337,340.0,
Dirichlet,0,1,solver.advance,1715678577493677,150252.0,
Dirichlet,0,1,advance,1715678577643930,896.0,
Dirichlet,0,1,solver.advance,1715678577644826,142547.0,
Dirichlet,0,1,advance,1715678577787374,85.0,
Dirichlet,0,1,solver.advance,1715678577787460,107286.0,
Dirichlet,0,1,advance,1715678577894748,123.0,
Dirichlet,0,1,solver.advance,1715678577894872,105257.0,
Dirichlet,0,1,advance,1715678578000130,291.0,
Dirichlet,0,1,solver.advance,1715678578000421,140048.0,
Dirichlet,0,1,advance,1715678578140470,304.0,
Dirichlet,0,1,solver.advance,1715678578140774,106818.0,
Dirichlet,0,1,advance,1715678578247594,301.0,
Dirichlet,0,1,solver.advance,1715678578247896,105688.0,
Dirichlet,0,1,advance,1715678578353586,303.0,
Dirichlet,0,1,solver.advance,1715678578353889,107140.0,
Dirichlet,0,1,advance,1715678578461031,256.0,
Dirichlet,0,1,solver.advance,1715678578461287,106161.0,
Dirichlet,0,1,advance,1715678578567450,300.0,
Dirichlet,0,1,solver.advance,1715678578567751,117773.0,
Dirichlet,0,1,advance,1715678578685526,124.0,
Dirichlet,0,1,solver.advance,1715678578685650,149792.0,
Dirichlet,0,1,advance,1715678578835443,87.0,
Dirichlet,0,1,solver.advance,1715678578835530,104420.0,
Dirichlet,0,1,advance,1715678578939952,303.0,
Dirichlet,0,1,solver.advance,1715678578940255,104925.0,
Dirichlet,0,1,advance,1715678579045181,309.0,
Dirichlet,0,1,solver.advance,1715678579045490,106680.0,
Dirichlet,0,1,advance,1715678579153563,340.0,
Dirichlet,0,1,solver.advance,1715678579153904,158030.0,
Dirichlet,0,1,advance,1715678579311936,295.0,
Dirichlet,0,1,solver.advance,1715678579312232,106626.0,
Dirichlet,0,1,advance,1715678579418860,322.0,
Dirichlet,0,1,solver.advance,1715678579419182,111103.0,
Dirichlet,0,1,advance,1715678579530287,343.0,
Dirichlet,0,1,solver.advance,1715678579530630,105937.0,
Dirichlet,0,1,advance,1715678579636568,311.0,
Dirichlet,0,1,solver.advance,1715678579636879,129915.0,
Dirichlet,0,1,advance,1715678579766796,87.0,
Dirichlet,0,1,solver.advance,1715678579766883,114242.0,
Dirichlet,0,1,advance,1715678579881127,101.0,
Dirichlet,0,1,solver.advance,1715678579881229,104075.0,
Dirichlet,0,1,advance,1715678579985306,126.0,
Dirichlet,0,1,solver.advance,1715678579985432,108180.0,
Dirichlet,0,1,advance,1715678580093614,278.0,
Dirichlet,0,1,solver.advance,1715678580093893,107463.0,
Dirichlet,0,1,advance,1715678580201358,86.0,
Dirichlet,0,1,solver.advance,1715678580201444,105048.0,
Dirichlet,0,1,advance,1715678580306493,128.0,
Dirichlet,0,1,solver.advance,1715678580306621,107044.0,
Dirichlet,0,1,advance,1715678580413667,308.0,
Dirichlet,0,1,solver.advance,1715678580413975,109073.0,
Dirichlet,0,1,advance,1715678580523050,296.0,
Dirichlet,0,1,solver.advance,1715678580523346,107779.0,
Dirichlet,0,1,advance,1715678580631126,304.0,
Dirichlet,0,1,solver.advance,1715678580631430,117482.0,
Dirichlet,0,1,advance,1715678580748914,315.0,
Dirichlet,0,1,solver.advance,1715678580749229,106794.0,
Dirichlet,0,1,advance,1715678580856024,357.0,
Dirichlet,0,1,solver.advance,1715678580856382,106073.0,
Dirichlet,0,1,advance,1715678580962457,310.0,
Dirichlet,0,1,solver.advance,1715678580962767,107107.0,
Dirichlet,0,1,advance,1715678581069876,266.0,
Dirichlet,0,1,solver.advance,1715678581070142,109752.0,
Dirichlet,0,1,advance,1715678581179896,84.0,
Dirichlet,0,1,solver.advance,1715678581179980,106001.0,
Dirichlet,0,1,advance,1715678581285983,120.0,
Dirichlet,0,1,solver.advance,1715678581286103,104934.0,
Dirichlet,0,1,advance,1715678581391039,325.0,
Dirichlet,0,1,solver.advance,1715678581391364,105947.0,
Dirichlet,0,1,advance,1715678581497312,277.0,
Dirichlet,0,1,solver.advance,1715678581497589,106237.0,
Dirichlet,0,1,advance,1715678581603828,301.0,
Dirichlet,0,1,solver.advance,1715678581604129,134505.0,
Dirichlet,0,1,advance,1715678581738636,298.0,
Dirichlet,0,1,solver.advance,1715678581738934,124960.0,
Dirichlet,0,1,advance,1715678581863895,257.0,
Dirichlet,0,1,solver.advance,1715678581864152,106902.0,
Dirichlet,0,1,advance,1715678581971056,305.0,
Dirichlet,0,1,solver.advance,1715678581972485,123855.0,
Dirichlet,0,1,advance,1715678582096342,84.0,
Dirichlet,0,1,solver.advance,1715678582096426,147331.0,
Dirichlet,0,1,advance,1715678582243758,85.0,
Dirichlet,0,1,solver.advance,1715678582243844,118713.0,
Dirichlet,0,1,advance,1715678582362559,85.0,
Dirichlet,0,1,solver.advance,1715678582362644,107583.0,
Dirichlet,0,1,advance,1715678582470229,119.0,
Dirichlet,0,1,solver.advance,1715678582470348,113725.0,
Dirichlet,0,1,advance,1715678582584075,86.0,
Dirichlet,0,1,solver.advance,1715678582584161,112219.0,
Dirichlet,0,1,advance,1715678582696382,301.0,
Dirichlet,0,1,solver.advance,1715678582696683,117499.0,
Dirichlet,0,1,advance,1715678582814184,84.0,
Dirichlet,0,1,solver.advance,1715678582814268,114225.0,
Dirichlet,0,1,advance,1715678582928494,85.0,
Dirichlet,0,1,solver.advance,1715678582928579,113767.0,
Dirichlet,0,1,advance,1715678583042348,86.0,
Dirichlet,0,1,solver.advance,1715678583042434,116000.0,
Dirichlet,0,1,advance,1715678583158435,102.0,
Dirichlet,0,1,solver.advance,1715678583158537,105823.0,
Dirichlet,0,1,advance,1715678583264362,286.0,
Dirichlet,0,1,solver.advance,1715678583264649,106984.0,
Dirichlet,0,1,advance,1715678583371634,334.0,
Dirichlet,0,1,solver.advance,1715678583371968,110915.0,
Dirichlet,0,1,advance,1715678583482885,1331.0,
Dirichlet,0,1,solver.advance,1715678583484217,107156.0,
Dirichlet,0,1,advance,1715678583591375,319.0,
Dirichlet,0,1,solver.advance,1715678583591694,137872.0,
Dirichlet,0,1,advance,1715678583729568,122.0,
Dirichlet,0,1,solver.advance,1715678583729691,105642.0,
Dirichlet,0,1,advance,1715678583835335,125.0,
Dirichlet,0,1,solver.advance,1715678583835460,107035.0,
Dirichlet,0,1,advance,1715678583942497,128.0,
Dirichlet,0,1,solver.advance,1715678583942625,107056.0,
Dirichlet,0,1,advance,1715678584049683,147.0,
Dirichlet,0,1,solver.advance,1715678584049830,107702.0,
Dirichlet,0,1,advance,1715678584157534,127.0,
Dirichlet,0,1,solver.advance,1715678584157662,108540.0,
Dirichlet,0,1,advance,1715678584266204,133.0,
Dirichlet,0,1,solver.advance,1715678584266337,107371.0,
Dirichlet,0,1,advance,1715678584373710,130.0,
Dirichlet,0,1,solver.advance,1715678584373840,117232.0,
Dirichlet,0,1,advance,1715678584491073,86.0,
Dirichlet,0,1,solver.advance,1715678584491159,106803.0,
Dirichlet,0,1,advance,1715678584597963,317.0,
Dirichlet,0,1,solver.advance,1715678584598281,137471.0,
Dirichlet,0,1,advance,1715678584735754,308.0,
Dirichlet,0,1,solver.advance,1715678584736062,106384.0,
Dirichlet,0,1,advance,1715678584842448,307.0,
Dirichlet,0,1,solver.advance,1715678584842755,108195.0,
Dirichlet,0,1,advance,1715678584952307,329.0,
Dirichlet,0,1,solver.advance,1715678584952636,108552.0,
Dirichlet,0,1,advance,1715678585061189,247.0,
Dirichlet,0,1,solver.advance,1715678585061436,117501.0,
Dirichlet,0,1,advance,1715678585178939,82.0,
Dirichlet,0,1,solver.advance,1715678585179022,112951.0,
Dirichlet,0,1,advance,1715678585291974,85.0,
Dirichlet,0,1,solver.advance,1715678585292059,113593.0,
Dirichlet,0,1,advance,1715678585405653,86.0,
Dirichlet,0,1,solver.advance,1715678585405739,105699.0,
Dirichlet,0,1,advance,1715678585511439,324.0,
Dirichlet,0,1,solver.advance,1715678585511763,117201.0,
Dirichlet,0,1,advance,1715678585628966,85.0,
Dirichlet,0,1,solver.advance,1715678585629051,129021.0,
Dirichlet,0,1,advance,1715678585758074,84.0,
Dirichlet,0,1,solver.advance,1715678585758158,115322.0,
Dirichlet,0,1,advance,1715678585873482,83.0,
Dirichlet,0,1,solver.advance,1715678585873565,113470.0,
Dirichlet,0,1,advance,1715678585987036,85.0,
Dirichlet,0,1,solver.advance,1715678585987121,129016.0,
Dirichlet,0,1,advance,1715678586116139,308.0,
Dirichlet,0,1,solver.advance,1715678586116447,106806.0,
Dirichlet,0,1,advance,1715678586223255,309.0,
Dirichlet,0,1,solver.advance,1715678586223565,107055.0,
Dirichlet,0,1,advance,1715678586330621,84.0,
Dirichlet,0,1,solver.advance,1715678586330705,113599.0,
Dirichlet,0,1,advance,1715678586444306,84.0,
Dirichlet,0,1,solver.advance,1715678586444390,106992.0,
Dirichlet,0,1,advance,1715678586551383,298.0,
Dirichlet,0,1,solver.advance,1715678586551681,107610.0,
Dirichlet,0,1,advance,1715678586659293,266.0,
Dirichlet,0,1,solver.advance,1715678586659560,129118.0,
Dirichlet,0,1,advance,1715678586788680,305.0,
Dirichlet,0,1,solver.advance,1715678586788985,114358.0,
Dirichlet,0,1,advance,1715678586903344,85.0,
Dirichlet,0,1,solver.advance,1715678586903429,106223.0,
Dirichlet,0,1,advance,1715678587009654,102.0,
Dirichlet,0,1,solver.advance,1715678587009756,113457.0,
Dirichlet,0,1,advance,1715678587123215,123.0,
Dirichlet,0,1,solver.advance,1715678587123339,104786.0,
Dirichlet,0,1,advance,1715678587228127,309.0,
Dirichlet,0,1,solver.advance,1715678587228436,106726.0,
Dirichlet,0,1,advance,1715678587335164,302.0,
Dirichlet,0,1,solver.advance,1715678587335466,107066.0,
Dirichlet,0,1,advance,1715678587442534,320.0,
Dirichlet,0,1,solver.advance,1715678587442855,108675.0,
Dirichlet,0,1,advance,1715678587551532,298.0,
Dirichlet,0,1,solver.advance,1715678587551831,131135.0,
Dirichlet,0,1,advance,1715678587682968,287.0,
Dirichlet,0,1,solver.advance,1715678587683256,111175.0,
Dirichlet,0,1,advance,1715678587794433,320.0,
Dirichlet,0,1,solver.advance,1715678587795699,112879.0,
Dirichlet,0,1,advance,1715678587908580,322.0,
Dirichlet,0,1,solver.advance,1715678587908903,106269.0,
Dirichlet,0,1,advance,1715678588015174,340.0,
Dirichlet,0,1,solver.advance,1715678588015514,106019.0,
Dirichlet,0,1,advance,1715678588121534,339.0,
Dirichlet,0,1,solver.advance,1715678588121873,106804.0,
Dirichlet,0,1,advance,1715678588228678,322.0,
Dirichlet,0,1,solver.advance,1715678588229000,106815.0,
Dirichlet,0,1,advance,1715678588335817,355.0,
Dirichlet,0,1,solver.advance,1715678588336173,106487.0,
Dirichlet,0,1,advance,1715678588442661,327.0,
Dirichlet,0,1,solver.advance,1715678588442988,118147.0,
Dirichlet,0,1,advance,1715678588561137,85.0,
Dirichlet,0,1,solver.advance,1715678588561222,107932.0,
Dirichlet,0,1,advance,1715678588669156,246.0,
Dirichlet,0,1,solver.advance,1715678588669403,121899.0,
Dirichlet,0,1,advance,1715678588791304,306.0,
Dirichlet,0,1,solver.advance,1715678588791611,108896.0,
Dirichlet,0,1,advance,1715678588900509,282.0,
Dirichlet,0,1,solver.advance,1715678588900792,108167.0,
Dirichlet,0,1,advance,1715678589008961,294.0,
Dirichlet,0,1,solver.advance,1715678589009255,108548.0,
Dirichlet,0,1,advance,1715678589117805,296.0,
Dirichlet,0,1,solver.advance,1715678589118101,112673.0,
Dirichlet,0,1,advance,1715678589230776,1368.0,
Dirichlet,0,1,solver.advance,1715678589232145,108836.0,
Dirichlet,0,1,advance,1715678589340982,292.0,
Dirichlet,0,1,solver.advance,1715678589341274,125133.0,
Dirichlet,0,1,advance,1715678589466409,83.0,
Dirichlet,0,1,solver.advance,1715678589466492,105845.0,
Dirichlet,0,1,advance,1715678589572339,85.0,
Dirichlet,0,1,solver.advance,1715678589572425,105118.0,
Dirichlet,0,1,advance,1715678589677544,272.0,
Dirichlet,0,1,solver.advance,1715678589677817,123244.0,
Dirichlet,0,1,advance,1715678589801063,317.0,
Dirichlet,0,1,solver.advance,1715678589801380,107850.0,
Dirichlet,0,1,advance,1715678589909232,293.0,
Dirichlet,0,1,solver.advance,1715678589909526,106796.0,
Dirichlet,0,1,advance,1715678590016324,300.0,
Dirichlet,0,1,solver.advance,1715678590016624,114140.0,
Dirichlet,0,1,advance,1715678590130766,300.0,
Dirichlet,0,1,solver.advance,1715678590131066,106662.0,
Dirichlet,0,1,advance,1715678590237729,374.0,
Dirichlet,0,1,solver.advance,1715678590238103,107729.0,
Dirichlet,0,1,advance,1715678590345834,295.0,
Dirichlet,0,1,solver.advance,1715678590346130,112046.0,
Dirichlet,0,1,advance,1715678590458178,311.0,
Dirichlet,0,1,solver.advance,1715678590458490,109141.0,
Dirichlet,0,1,advance,1715678590567632,300.0,
Dirichlet,0,1,solver.advance,1715678590567932,116971.0,
Dirichlet,0,1,advance,1715678590685921,122.0,
Dirichlet,0,1,solver.advance,1715678590686044,116762.0,
Dirichlet,0,1,advance,1715678590802808,108630585.0,
Dirichlet,0,1,solver.advance,1715678699433394,103231.0,
Dirichlet,0,1,advance,1715678699536627,87.0,
Dirichlet,0,1,solver.advance,1715678699536714,109132.0,
Dirichlet,0,1,advance,1715678699645848,291.0,
Dirichlet,0,1,solver.advance,1715678699646139,141405.0,
Dirichlet,0,1,advance,1715678699787546,307.0,
Dirichlet,0,1,solver.advance,1715678699787853,112000.0,
Dirichlet,0,1,advance,1715678699899855,309.0,
Dirichlet,0,1,solver.advance,1715678699900164,111741.0,
Dirichlet,0,1,advance,1715678700011907,286.0,
Dirichlet,0,1,solver.advance,1715678700012193,111263.0,
Dirichlet,0,1,advance,1715678700123457,305.0,
Dirichlet,0,1,solver.advance,1715678700123762,112163.0,
Dirichlet,0,1,advance,1715678700235926,283.0,
Dirichlet,0,1,solver.advance,1715678700236209,127658.0,
Dirichlet,0,1,advance,1715678700363869,347.0,
Dirichlet,0,1,solver.advance,1715678700364216,126699.0,
Dirichlet,0,1,advance,1715678700490917,322.0,
Dirichlet,0,1,solver.advance,1715678700491240,111010.0,
Dirichlet,0,1,advance,1715678700602252,258.0,
Dirichlet,0,1,solver.advance,1715678700602510,111617.0,
Dirichlet,0,1,advance,1715678700714129,304.0,
Dirichlet,0,1,solver.advance,1715678700714434,113117.0,
Dirichlet,0,1,advance,1715678700827553,86.0,
Dirichlet,0,1,solver.advance,1715678700827639,110564.0,
Dirichlet,0,1,advance,1715678700938204,131.0,
Dirichlet,0,1,solver.advance,1715678700938335,111902.0,
Dirichlet,0,1,advance,1715678701050239,312.0,
Dirichlet,0,1,solver.advance,1715678701050552,113381.0,
Dirichlet,0,1,advance,1715678701163934,304.0,
Dirichlet,0,1,solver.advance,1715678701164238,130881.0,
Dirichlet,0,1,advance,1715678701295121,297.0,
Dirichlet,0,1,solver.advance,1715678701295419,112914.0,
Dirichlet,0,1,advance,1715678701408335,296.0,
Dirichlet,0,1,solver.advance,1715678701408631,110405.0,
Dirichlet,0,1,advance,1715678701519038,294.0,
Dirichlet,0,1,solver.advance,1715678701519333,110862.0,
Dirichlet,0,1,advance,1715678701630197,281.0,
Dirichlet,0,1,solver.advance,1715678701630478,110616.0,
Dirichlet,0,1,advance,1715678701741096,296.0,
Dirichlet,0,1,solver.advance,1715678701741392,127442.0,
Dirichlet,0,1,advance,1715678701868836,87.0,
Dirichlet,0,1,solver.advance,1715678701868923,109334.0,
Dirichlet,0,1,advance,1715678701978259,132.0,
Dirichlet,0,1,solver.advance,1715678701978391,109970.0,
Dirichlet,0,1,advance,1715678702088363,163.0,
Dirichlet,0,1,solver.advance,1715678702088527,110025.0,
Dirichlet,0,1,advance,1715678702198554,281.0,
Dirichlet,0,1,solver.advance,1715678702199781,145629.0,
Dirichlet,0,1,advance,1715678702345412,304.0,
Dirichlet,0,1,solver.advance,1715678702345716,112983.0,
Dirichlet,0,1,advance,1715678702458701,306.0,
Dirichlet,0,1,solver.advance,1715678702459007,110959.0,
Dirichlet,0,1,advance,1715678702569968,295.0,
Dirichlet,0,1,solver.advance,1715678702570264,112032.0,
Dirichlet,0,1,advance,1715678702682298,292.0,
Dirichlet,0,1,solver.advance,1715678702682590,111321.0,
Dirichlet,0,1,advance,1715678702793912,293.0,
Dirichlet,0,1,solver.advance,1715678702794205,124146.0,
Dirichlet,0,1,advance,1715678702918353,315.0,
Dirichlet,0,1,solver.advance,1715678702918668,112594.0,
Dirichlet,0,1,advance,1715678703031264,276.0,
Dirichlet,0,1,solver.advance,1715678703031541,110930.0,
Dirichlet,0,1,advance,1715678703142473,300.0,
Dirichlet,0,1,solver.advance,1715678703142773,110823.0,
Dirichlet,0,1,advance,1715678703253598,293.0,
Dirichlet,0,1,solver.advance,1715678703253892,182203.0,
Dirichlet,0,1,advance,1715678703436097,300.0,
Dirichlet,0,1,solver.advance,1715678703436397,111013.0,
Dirichlet,0,1,advance,1715678703547412,317.0,
Dirichlet,0,1,solver.advance,1715678703547729,110705.0,
Dirichlet,0,1,advance,1715678703658436,301.0,
Dirichlet,0,1,solver.advance,1715678703658737,112497.0,
Dirichlet,0,1,advance,1715678703771236,1307.0,
Dirichlet,0,1,solver.advance,1715678703772543,111977.0,
Dirichlet,0,1,advance,1715678703884522,86.0,
Dirichlet,0,1,solver.advance,1715678703884608,111599.0,
Dirichlet,0,1,advance,1715678703996208,377.0,
Dirichlet,0,1,solver.advance,1715678703996586,120705.0,
Dirichlet,0,1,advance,1715678704117293,297.0,
Dirichlet,0,1,solver.advance,1715678704117590,113352.0,
Dirichlet,0,1,advance,1715678704230944,295.0,
Dirichlet,0,1,solver.advance,1715678704231239,120024.0,
Dirichlet,0,1,advance,1715678704351265,311.0,
Dirichlet,0,1,solver.advance,1715678704351576,111862.0,
Dirichlet,0,1,advance,1715678704463440,292.0,
Dirichlet,0,1,solver.advance,1715678704463733,110506.0,
Dirichlet,0,1,advance,1715678704574241,313.0,
Dirichlet,0,1,solver.advance,1715678704574554,147448.0,
Dirichlet,0,1,advance,1715678704722004,318.0,
Dirichlet,0,1,solver.advance,1715678704722322,113337.0,
Dirichlet,0,1,advance,1715678704835661,300.0,
Dirichlet,0,1,solver.advance,1715678704835961,110862.0,
Dirichlet,0,1,advance,1715678704946825,308.0,
Dirichlet,0,1,solver.advance,1715678704947133,172925.0,
Dirichlet,0,1,advance,1715678705120059,306.0,
Dirichlet,0,1,solver.advance,1715678705120365,110808.0,
Dirichlet,0,1,advance,1715678705231175,286.0,
Dirichlet,0,1,solver.advance,1715678705231462,134887.0,
Dirichlet,0,1,advance,1715678705367582,350.0,
Dirichlet,0,1,solver.advance,1715678705367932,122981.0,
Dirichlet,0,1,advance,1715678705490914,127.0,
Dirichlet,0,1,solver.advance,1715678705491041,111887.0,
Dirichlet,0,1,advance,1715678705602930,134.0,
Dirichlet,0,1,solver.advance,1715678705603064,110601.0,
Dirichlet,0,1,advance,1715678705713667,110.0,
Dirichlet,0,1,solver.advance,1715678705713777,109035.0,
Dirichlet,0,1,advance,1715678705822814,275.0,
Dirichlet,0,1,solver.advance,1715678705823090,115654.0,
Dirichlet,0,1,advance,1715678705938746,336.0,
Dirichlet,0,1,solver.advance,1715678705939082,113778.0,
Dirichlet,0,1,advance,1715678706052862,328.0,
Dirichlet,0,1,solver.advance,1715678706053190,112506.0,
Dirichlet,0,1,advance,1715678706165698,329.0,
Dirichlet,0,1,solver.advance,1715678706166027,126600.0,
Dirichlet,0,1,advance,1715678706292629,338.0,
Dirichlet,0,1,solver.advance,1715678706292968,113562.0,
Dirichlet,0,1,advance,1715678706406532,270.0,
Dirichlet,0,1,solver.advance,1715678706406802,121876.0,
Dirichlet,0,1,advance,1715678706528680,338.0,
Dirichlet,0,1,solver.advance,1715678706529018,110731.0,
Dirichlet,0,1,advance,1715678706639751,308.0,
Dirichlet,0,1,solver.advance,1715678706640059,110249.0,
Dirichlet,0,1,advance,1715678706750310,88.0,
Dirichlet,0,1,solver.advance,1715678706750398,113569.0,
